review_key	source_key	project_kind	work_type	source_name	source_path	gpt_semantic_decision	gpt_target_canonical_id	gpt_target_canonical_name	gpt_mapping_type	gpt_reason	gpt_confidence_class	input_evidence_sha	canonical_reference_sha	review_authority	review_batch
00625e73d715216b37aa7da7ad8f31df6b27f915e5d8688998af28d7ad14b45a	7d60667ab44630bb92a9adfec7c0ce987d4316ef963edce323675a91d276ae28	빌딩	작업환경	작업환경 (배수)	빌딩 > 작업환경 > 작업환경 (배수)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
01c2215e892308a689bbb981944564eb85ca923f6c44ffb95d879503b1539b95	c4b98bf861ba4d6a4794c5a9b0559fee550f97d0315f6ebacaf06bb58107fa58	빌딩	엘리베이터 설치작업	엘리베이터 가이드레일 설치	빌딩 > 엘리베이터 설치작업 > 엘리베이터 가이드레일 설치	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
01f9a39a6f5d9e31d727747845c09aa7f046767158d54e2579333d033a46fad1	afde1d03c39b207a680a3fafab73b7bc4d0ca09e8ccde7500d34450df2438e0c	빌딩	그라우팅작업	그라우팅 장비 및 자재반입	빌딩 > 그라우팅작업 > 그라우팅 장비 및 자재반입	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
01fd994bf17429d04239c4f127cf16623631c4de0985dc833c3d3a991aed4af2	08ffc6af8f6f903ddfb9a259065cab8ce35deea3475f2e2be91c86fd62020007	빌딩	거푸집작업	거푸집 동바리 조립	빌딩 > 거푸집작업 > 거푸집 동바리 조립	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
025473b93c2d9a66163c5810d3c306a71cca6224c4ceb011c0e4d623dcb0ad91	da7f0d4923a73926ee6a7665a109e727140d0dfba9a6002c05fc3e9764c07268	빌딩	안전가시설작업	달대비계	빌딩 > 안전가시설작업 > 달대비계	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
05201f4789e74101f9774fb3732c70de8918ea69fb013906c0a45111bf5f8cbb	540f5bac99a27522818a09d2ac60d538a936564ffde9aa374bd1f5a1abb1ed0c	빌딩	작업환경	작업환경 (환기)	빌딩 > 작업환경 > 작업환경 (환기)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
09039680e7c6ba2cb1f1b0ed768c90452d5451ae002f782f6721eed25bd067da	e95b51f462f3a7d210ff6d259c8bbba36940f769bf5d01f91f1619564c9b4ec9	빌딩	거푸집작업	거푸집 동바리 인양	빌딩 > 거푸집작업 > 거푸집 동바리 인양	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
1063ef10e07889943c0d05f89ed3fa58580585e7469d5b93be8107c901db8afa	1ace5bcd4713cfa6c71f3bf780ec408d5b7fa3bd2c6bd2c1882ff1867212815b	빌딩	위험기계기구작업	이동식 발전기	빌딩 > 위험기계기구작업 > 이동식 발전기	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
11ca74d9f308260eb5df68eb593d0eac8e06470d2ac26de6bf4a60d2f89c036f	1f82b7297fd13199847c5a69a8dbe91ed56b7c1e902187126ea6dc572df8d679	빌딩	전기설비작업	전기설비 설치	빌딩 > 전기설비작업 > 전기설비 설치	AMBIGUOUS			AMBIGUOUS	GENERIC_ELECTRICAL_EQUIPMENT_INSTALLATION_DOES_NOT_IDENTIFY_A_SINGLE_CANONICAL_TASK	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
138f1336edc92e367f91d1342424dc44d7421dc063b373950d68e2529df7cf65	cef2a43ee14b5827ca4f6396013927c1b1f98b0cc81dea94c65bcd1e91ab81d5	빌딩	전기설비작업	전기설비 자재반입	빌딩 > 전기설비작업 > 전기설비 자재반입	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	22214590663745d75223bcaec284c8f28c0339345703958839952331e1817895	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B03
