review_no	seed_proposal_key	source_key	name	source_path	root_name	root_source_key	parent_name	parent_source_key	parent_semantic_kind	parent_review_decision	parent_leaf_family_policy	sibling_count	sibling_names	reviewed_sibling_count	reviewed_sibling_refs	same_name_cicw_count	same_name_cicw_paths	same_name_other_source_count	same_name_other_source_refs	lexical_cues	gpt_semantic_kind	gpt_review_decision	merge_candidate_keys	gpt_reason
1492	72d5282078780d065d623231b03ce76885beced2a4741868f8d637e465a3fd25	5235	인조석외벽붙이기	석재판재공사 > 석재외벽붙이기 > 인조석외벽붙이기	석재판재공사	52	석재외벽붙이기	523	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	5	화강석외벽붙이기 | 대리석외벽붙이기 | 사암외벽붙이기 | 천연슬래이트외벽붙이기 | 테라조외벽붙이기	0		1	석재판재공사 > 석재외벽붙이기 > 인조석외벽붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1493	8d2330bfb4cab62f662984cc5a0be49d38367f6fb0b3fc4c0a2ec9484d989398	5236	테라조외벽붙이기	석재판재공사 > 석재외벽붙이기 > 테라조외벽붙이기	석재판재공사	52	석재외벽붙이기	523	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	5	화강석외벽붙이기 | 대리석외벽붙이기 | 사암외벽붙이기 | 천연슬래이트외벽붙이기 | 인조석외벽붙이기	0		1	석재판재공사 > 석재외벽붙이기 > 테라조외벽붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1494	9df80d41a3459fc644c554420d05b70c37d4c175b01e0760cfab659bfddbf9fa	5241	화강석구조물밑면붙이기	석재판재공사 > 석재구조물밑면붙이기 > 화강석구조물밑면붙이기	석재판재공사	52	석재구조물밑면붙이기	524	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	5	대리석구조물밑면붙이기 | 사암구조물밑면붙이기 | 천연슬래이트구조물밑면붙이기 | 인조석구조물밑면붙이기 | 테라조구조물밑면붙이기	0		1	석재판재공사 > 석재구조물밑면붙이기 > 화강석구조물밑면붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1495	5fed6df63473bae4e913f070715de78ef41d3c72ec76a7783cc779a9231fd697	5242	대리석구조물밑면붙이기	석재판재공사 > 석재구조물밑면붙이기 > 대리석구조물밑면붙이기	석재판재공사	52	석재구조물밑면붙이기	524	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	5	화강석구조물밑면붙이기 | 사암구조물밑면붙이기 | 천연슬래이트구조물밑면붙이기 | 인조석구조물밑면붙이기 | 테라조구조물밑면붙이기	0		1	석재판재공사 > 석재구조물밑면붙이기 > 대리석구조물밑면붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1496	c8e20d4e5419ecb7f4e54016765b66dbcc3349f0d593227668cf14f16b3a1e0e	5243	사암구조물밑면붙이기	석재판재공사 > 석재구조물밑면붙이기 > 사암구조물밑면붙이기	석재판재공사	52	석재구조물밑면붙이기	524	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	5	화강석구조물밑면붙이기 | 대리석구조물밑면붙이기 | 천연슬래이트구조물밑면붙이기 | 인조석구조물밑면붙이기 | 테라조구조물밑면붙이기	0		1	석재판재공사 > 석재구조물밑면붙이기 > 사암구조물밑면붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1497	1c1b653fd74908a61c38ce8e54052de35d7d8643d9c19688a9e2c6fe5e631899	5244	천연슬래이트구조물밑면붙이기	석재판재공사 > 석재구조물밑면붙이기 > 천연슬래이트구조물밑면붙이기	석재판재공사	52	석재구조물밑면붙이기	524	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	5	화강석구조물밑면붙이기 | 대리석구조물밑면붙이기 | 사암구조물밑면붙이기 | 인조석구조물밑면붙이기 | 테라조구조물밑면붙이기	0		1	석재판재공사 > 석재구조물밑면붙이기 > 천연슬래이트구조물밑면붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1498	b2f09103422dc0c68fdce2e869cede2890d6e5c92e2a1286ba6f8a8a333da0c8	5245	인조석구조물밑면붙이기	석재판재공사 > 석재구조물밑면붙이기 > 인조석구조물밑면붙이기	석재판재공사	52	석재구조물밑면붙이기	524	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	5	화강석구조물밑면붙이기 | 대리석구조물밑면붙이기 | 사암구조물밑면붙이기 | 천연슬래이트구조물밑면붙이기 | 테라조구조물밑면붙이기	0		1	석재판재공사 > 석재구조물밑면붙이기 > 인조석구조물밑면붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1499	4493846c4493360c507ea813984a3e8a6f3746512f517784e5a3c846b2238c1e	5246	테라조구조물밑면붙이기	석재판재공사 > 석재구조물밑면붙이기 > 테라조구조물밑면붙이기	석재판재공사	52	석재구조물밑면붙이기	524	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	5	화강석구조물밑면붙이기 | 대리석구조물밑면붙이기 | 사암구조물밑면붙이기 | 천연슬래이트구조물밑면붙이기 | 인조석구조물밑면붙이기	0		1	석재판재공사 > 석재구조물밑면붙이기 > 테라조구조물밑면붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1500	ed39485f903bccfb14587b28a80e1c366ecffc15186189599f0fb62adffaea8d	5251	계단디딤판(트레드)석재붙이기	석재판재공사 > 석재계단붙이기 > 계단디딤판(트레드)석재붙이기	석재판재공사	52	석재계단붙이기	525	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	계단채임판(라이저)석재붙이기 | 통석재계단놓기	0		1	석재판재공사 > 석재계단붙이기 > 계단디딤판(트레드)석재붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
1501	88e1a0da33adf4caee41b1aa36257015274e056a5131cf094a187051371296da	5252	계단채임판(라이저)석재붙이기	석재판재공사 > 석재계단붙이기 > 계단채임판(라이저)석재붙이기	석재판재공사	52	석재계단붙이기	525	PROCESS	KEEP_AS_DISTINCT	INSUFFICIENT_EVIDENCE	2	계단디딤판(트레드)석재붙이기 | 통석재계단놓기	0		2	석재판재공사 > 석재계단붙이기 > 계단채임판(라이저)석재붙이기 | 타일공사 > 계단타일붙이기 > 계단채임판(라이저)석재붙이기	0		NONE	PENDING	PENDING	EMPTY	EMPTY
