review_key	source_key	project_kind	work_type	source_name	source_path	gpt_semantic_decision	gpt_target_canonical_id	gpt_target_canonical_name	gpt_mapping_type	gpt_reason	gpt_confidence_class	input_evidence_sha	canonical_reference_sha	review_authority	review_batch
00811d2554f8c8a86b0b8c6d4b9947c4ee5f5ff34600f8d8fe7ef3d2b2d7eebf	3a503445eed80fa60534191572650d7760bf52e3515357b17b011edf62b6ee7c	댐	굴착작업	굴착 장비반입	댐 > 굴착작업 > 굴착 장비반입	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
02635425ba69c809755adda4e4654eaaf1b86545f2e037c7972f1fdaffab066d	77ce2cec08de3c8a19f009a9193cc8d23db48cc779e6948ad3a3ef0f1e239a04	댐	가체절작업	가체절(물막이) 장비 반입	댐 > 가체절작업 > 가체절(물막이) 장비 반입	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
0461ca82dac8eb8b6ba14ebd0ec9393eb02dc160c0e6b07933debee2a63087d5	8fed92326f54524d0cace202220491cd29cc3a9734d01e4b11f91b075cff8a94	댐	위험기계기구작업	열풍기	댐 > 위험기계기구작업 > 열풍기	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
05012cea08334d40a6a208af844e652b19316b82ed7b7afb1d4df55cd131f8fa	4820f2c79ab6cffd9ecd2c8c44ee2a8b9b754eb875332f2053442330f14f5761	댐	작업환경	작업환경 (조명)	댐 > 작업환경 > 작업환경 (조명)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
07048f8435ed1b2fb586b9445abe8db48f6e5b123327de8fae31ea0c14143113	77d7cd347a662ef5da6ac0cb6f06ca14f40d365483326d3bf62c379ecbe655ed	댐	안전가시설작업	철골 승강용트랩	댐 > 안전가시설작업 > 철골 승강용트랩	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
0af8d6d3e5da5dff9f0a3608401a25cd6c1de23f425f0396b915b91c9255c4a8	e0ba6c5ab3af7883250aef0ba6dd9cb99c80e4d1fd071a227bdc81562ce0b963	댐	되메움작업	되메움 토사 다짐	댐 > 되메움작업 > 되메움 토사 다짐	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
0d7705dfb5caa2e3f5ee4dee7d5e01fbb718015d0815d10bae5cd6a6ac33b367	94069902d9500afe2939647113637aa30d982bf8999e4471008392be74667893	교량 및 도로	특수교량작업	특수교량(FCM공법)	교량 및 도로 > 특수교량작업 > 특수교량(FCM공법)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
0dfeb5769d3f6e583d042dea845fb3afd7313dcf438eeb8e57406b23167bf701	0961c3f8642dcbb60df9a878ac350f8a11b8556687c450f66809045f893f7dcc	교량 및 도로	특수교량작업	특수교량(ILM공법)	교량 및 도로 > 특수교량작업 > 특수교량(ILM공법)	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
0e54e58f28e54b2577b48d5382606eef49ed5f0633f9d7104d5ac797f62724f2	b2fa0d981d88286a47696ecb6c14dc5303b1af9580a7a20d4b511682d1dfceb6	댐	안전가시설작업	개구부	댐 > 안전가시설작업 > 개구부	NO_MATCH			NO_MATCH	SOURCE_CONCEPT_IS_NOT_A_TASK_SEMANTIC_FOR_CURRENT_CANONICAL_TASK_UNIVERSE	HIGH	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
0f6dc8cf2a0ee040b1fdfe5d358ff8d9d9ec94dadcb53e33a9983c1bb3160cfe	1fd6bacc7ebe9bbb0c2c264933fb6d7ef1e4394fed0661f377d56138bf02fb7d	댐	가체절작업	가체절(물막이) 흙막이 시공	댐 > 가체절작업 > 가체절(물막이) 흙막이 시공	CANONICAL_GAP				VALID_TASK_BUT_NO_SUITABLE_SINGLE_CANONICAL_TASK_IN_FROZEN_REFERENCE	MEDIUM	402fafe9e1026838ffd0c2fb15b6b685b3554c15aa07999329a6c073752f71dd	a22f3a83f3cc2563554eb04b71ac8afc1faff44e3a6a594dd265ff04baafa2a6	GPT	B02
